external_id,source_dataset,source_split,label,channel_condition,speaker_id,voice_id,generator_id,generator_type,duration_s,sample_rate,channels,original_path,processed_path
LA_E_5130653,asvspoof2021_LA_eval,eval,human,clean,LA_0032,LA_0032,n/a,human,4.267,16000,1,raw/asvspoof2021_la/LA_E_5130653.flac,processed/domain_matched/original/LA_E_5130653.wav
LA_E_8317113,asvspoof2021_LA_eval,eval,human,clean,LA_0032,LA_0032,n/a,human,4.144,16000,1,raw/asvspoof2021_la/LA_E_8317113.flac,processed/domain_matched/original/LA_E_8317113.wav
LA_E_1922894,asvspoof2021_LA_eval,eval,human,clean,LA_0032,LA_0032,n/a,human,4.052,16000,1,raw/asvspoof2021_la/LA_E_1922894.flac,processed/domain_matched/original/LA_E_1922894.wav
LA_E_7707945,asvspoof2021_LA_eval,eval,human,clean,LA_0032,LA_0032,n/a,human,3.418,16000,1,raw/asvspoof2021_la/LA_E_7707945.flac,processed/domain_matched/original/LA_E_7707945.wav
LA_E_2926454,asvspoof2021_LA_eval,eval,human,clean,LA_0068,LA_0068,n/a,human,6.524,16000,1,raw/asvspoof2021_la/LA_E_2926454.flac,processed/domain_matched/original/LA_E_2926454.wav
LA_E_9756795,asvspoof2021_LA_eval,eval,human,clean,LA_0068,LA_0068,n/a,human,7.553,16000,1,raw/asvspoof2021_la/LA_E_9756795.flac,processed/domain_matched/original/LA_E_9756795.wav
LA_E_7413555,asvspoof2021_LA_eval,eval,human,clean,LA_0068,LA_0068,n/a,human,7.379,16000,1,raw/asvspoof2021_la/LA_E_7413555.flac,processed/domain_matched/original/LA_E_7413555.wav
LA_E_1601021,asvspoof2021_LA_eval,eval,human,clean,LA_0068,LA_0068,n/a,human,3.707,16000,1,raw/asvspoof2021_la/LA_E_1601021.flac,processed/domain_matched/original/LA_E_1601021.wav
LA_E_1252619,asvspoof2021_LA_eval,eval,human,clean,LA_0068,LA_0068,n/a,human,5.281,16000,1,raw/asvspoof2021_la/LA_E_1252619.flac,processed/domain_matched/original/LA_E_1252619.wav
LA_E_7127385,asvspoof2021_LA_eval,eval,human,clean,LA_0009,LA_0009,n/a,human,2.114,16000,1,raw/asvspoof2021_la/LA_E_7127385.flac,processed/domain_matched/original/LA_E_7127385.wav
LA_E_6621811,asvspoof2021_LA_eval,eval,human,clean,LA_0009,LA_0009,n/a,human,5.082,16000,1,raw/asvspoof2021_la/LA_E_6621811.flac,processed/domain_matched/original/LA_E_6621811.wav
LA_E_7192051,asvspoof2021_LA_eval,eval,human,clean,LA_0009,LA_0009,n/a,human,4.143,16000,1,raw/asvspoof2021_la/LA_E_7192051.flac,processed/domain_matched/original/LA_E_7192051.wav
LA_E_5487193,asvspoof2021_LA_eval,eval,human,clean,LA_0009,LA_0009,n/a,human,4.655,16000,1,raw/asvspoof2021_la/LA_E_5487193.flac,processed/domain_matched/original/LA_E_5487193.wav
LA_E_7535261,asvspoof2021_LA_eval,eval,human,clean,LA_0009,LA_0009,n/a,human,5.16,16000,1,raw/asvspoof2021_la/LA_E_7535261.flac,processed/domain_matched/original/LA_E_7535261.wav
LA_E_5453722,asvspoof2021_LA_eval,eval,human,clean,LA_0048,LA_0048,n/a,human,2.778,16000,1,raw/asvspoof2021_la/LA_E_5453722.flac,processed/domain_matched/original/LA_E_5453722.wav
LA_E_4565603,asvspoof2021_LA_eval,eval,human,clean,LA_0048,LA_0048,n/a,human,1.754,16000,1,raw/asvspoof2021_la/LA_E_4565603.flac,processed/domain_matched/original/LA_E_4565603.wav
LA_E_4044148,asvspoof2021_LA_eval,eval,human,clean,LA_0048,LA_0048,n/a,human,6.661,16000,1,raw/asvspoof2021_la/LA_E_4044148.flac,processed/domain_matched/original/LA_E_4044148.wav
LA_E_8427879,asvspoof2021_LA_eval,eval,human,clean,LA_0048,LA_0048,n/a,human,3.33,16000,1,raw/asvspoof2021_la/LA_E_8427879.flac,processed/domain_matched/original/LA_E_8427879.wav
LA_E_6361783,asvspoof2021_LA_eval,eval,human,clean,LA_0048,LA_0048,n/a,human,4.136,16000,1,raw/asvspoof2021_la/LA_E_6361783.flac,processed/domain_matched/original/LA_E_6361783.wav
LA_E_5465330,asvspoof2021_LA_eval,eval,human,clean,LA_0007,LA_0007,n/a,human,2.432,16000,1,raw/asvspoof2021_la/LA_E_5465330.flac,processed/domain_matched/original/LA_E_5465330.wav
LA_E_9038790,asvspoof2021_LA_eval,eval,human,clean,LA_0007,LA_0007,n/a,human,2.778,16000,1,raw/asvspoof2021_la/LA_E_9038790.flac,processed/domain_matched/original/LA_E_9038790.wav
LA_E_5523111,asvspoof2021_LA_eval,eval,human,clean,LA_0007,LA_0007,n/a,human,2.606,16000,1,raw/asvspoof2021_la/LA_E_5523111.flac,processed/domain_matched/original/LA_E_5523111.wav
LA_E_5136312,asvspoof2021_LA_eval,eval,human,clean,LA_0007,LA_0007,n/a,human,1.794,16000,1,raw/asvspoof2021_la/LA_E_5136312.flac,processed/domain_matched/original/LA_E_5136312.wav
LA_E_1469384,asvspoof2021_LA_eval,eval,human,clean,LA_0007,LA_0007,n/a,human,1.911,16000,1,raw/asvspoof2021_la/LA_E_1469384.flac,processed/domain_matched/original/LA_E_1469384.wav
LA_E_6101147,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,4.396,16000,1,raw/asvspoof2021_la/LA_E_6101147.flac,processed/domain_matched/original/LA_E_6101147.wav
LA_E_8070818,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,1.794,16000,1,raw/asvspoof2021_la/LA_E_8070818.flac,processed/domain_matched/original/LA_E_8070818.wav
LA_E_4271578,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,3.667,16000,1,raw/asvspoof2021_la/LA_E_4271578.flac,processed/domain_matched/original/LA_E_4271578.wav
LA_E_9765456,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,2.947,16000,1,raw/asvspoof2021_la/LA_E_9765456.flac,processed/domain_matched/original/LA_E_9765456.wav
LA_E_1711543,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,4.056,16000,1,raw/asvspoof2021_la/LA_E_1711543.flac,processed/domain_matched/original/LA_E_1711543.wav
LA_E_1071298,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,2.35,16000,1,raw/asvspoof2021_la/LA_E_1071298.flac,processed/domain_matched/original/LA_E_1071298.wav
LA_E_2071576,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,2.735,16000,1,raw/asvspoof2021_la/LA_E_2071576.flac,processed/domain_matched/original/LA_E_2071576.wav
LA_E_4284589,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,2.995,16000,1,raw/asvspoof2021_la/LA_E_4284589.flac,processed/domain_matched/original/LA_E_4284589.wav
LA_E_9150490,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,1.399,16000,1,raw/asvspoof2021_la/LA_E_9150490.flac,processed/domain_matched/original/LA_E_9150490.wav
LA_E_1020858,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,5.295,16000,1,raw/asvspoof2021_la/LA_E_1020858.flac,processed/domain_matched/original/LA_E_1020858.wav
LA_E_5191697,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,2.51,16000,1,raw/asvspoof2021_la/LA_E_5191697.flac,processed/domain_matched/original/LA_E_5191697.wav
LA_E_1515960,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,1.39,16000,1,raw/asvspoof2021_la/LA_E_1515960.flac,processed/domain_matched/original/LA_E_1515960.wav
LA_E_2853833,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,1.381,16000,1,raw/asvspoof2021_la/LA_E_2853833.flac,processed/domain_matched/original/LA_E_2853833.wav
LA_E_1894554,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,1.75,16000,1,raw/asvspoof2021_la/LA_E_1894554.flac,processed/domain_matched/original/LA_E_1894554.wav
LA_E_1476112,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,2.07,16000,1,raw/asvspoof2021_la/LA_E_1476112.flac,processed/domain_matched/original/LA_E_1476112.wav
LA_E_6389314,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A08,A08,tts_or_vc_asvspoof2019_attack,1.83,16000,1,raw/asvspoof2021_la/LA_E_6389314.flac,processed/domain_matched/original/LA_E_6389314.wav
LA_E_3639289,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A08,A08,tts_or_vc_asvspoof2019_attack,3.91,16000,1,raw/asvspoof2021_la/LA_E_3639289.flac,processed/domain_matched/original/LA_E_3639289.wav
LA_E_3358191,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A08,A08,tts_or_vc_asvspoof2019_attack,2.7,16000,1,raw/asvspoof2021_la/LA_E_3358191.flac,processed/domain_matched/original/LA_E_3358191.wav
LA_E_3359270,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A08,A08,tts_or_vc_asvspoof2019_attack,3.618,16000,1,raw/asvspoof2021_la/LA_E_3359270.flac,processed/domain_matched/original/LA_E_3359270.wav
LA_E_1856388,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A08,A08,tts_or_vc_asvspoof2019_attack,3.135,16000,1,raw/asvspoof2021_la/LA_E_1856388.flac,processed/domain_matched/original/LA_E_1856388.wav
LA_E_6086194,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.974,16000,1,raw/asvspoof2021_la/LA_E_6086194.flac,processed/domain_matched/original/LA_E_6086194.wav
LA_E_5814829,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,5.026,16000,1,raw/asvspoof2021_la/LA_E_5814829.flac,processed/domain_matched/original/LA_E_5814829.wav
LA_E_3082991,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,2.096,16000,1,raw/asvspoof2021_la/LA_E_3082991.flac,processed/domain_matched/original/LA_E_3082991.wav
LA_E_7270084,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.552,16000,1,raw/asvspoof2021_la/LA_E_7270084.flac,processed/domain_matched/original/LA_E_7270084.wav
LA_E_8181661,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.427,16000,1,raw/asvspoof2021_la/LA_E_8181661.flac,processed/domain_matched/original/LA_E_8181661.wav
LA_E_3987274,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.89,16000,1,raw/asvspoof2021_la/LA_E_3987274.flac,processed/domain_matched/original/LA_E_3987274.wav
LA_E_5576073,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,3.029,16000,1,raw/asvspoof2021_la/LA_E_5576073.flac,processed/domain_matched/original/LA_E_5576073.wav
LA_E_9083734,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.565,16000,1,raw/asvspoof2021_la/LA_E_9083734.flac,processed/domain_matched/original/LA_E_9083734.wav
LA_E_6764502,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,2.88,16000,1,raw/asvspoof2021_la/LA_E_6764502.flac,processed/domain_matched/original/LA_E_6764502.wav
LA_E_1888550,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.895,16000,1,raw/asvspoof2021_la/LA_E_1888550.flac,processed/domain_matched/original/LA_E_1888550.wav
LA_E_9864165,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,4.265,16000,1,raw/asvspoof2021_la/LA_E_9864165.flac,processed/domain_matched/original/LA_E_9864165.wav
LA_E_1477398,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,4.617,16000,1,raw/asvspoof2021_la/LA_E_1477398.flac,processed/domain_matched/original/LA_E_1477398.wav
LA_E_9618429,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,1.665,16000,1,raw/asvspoof2021_la/LA_E_9618429.flac,processed/domain_matched/original/LA_E_9618429.wav
LA_E_3619640,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,5.736,16000,1,raw/asvspoof2021_la/LA_E_3619640.flac,processed/domain_matched/original/LA_E_3619640.wav
LA_E_1003795,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,1.865,16000,1,raw/asvspoof2021_la/LA_E_1003795.flac,processed/domain_matched/original/LA_E_1003795.wav
LA_E_5807303,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A19,A19,tts_or_vc_asvspoof2019_attack,4.39,16000,1,raw/asvspoof2021_la/LA_E_5807303.flac,processed/domain_matched/original/LA_E_5807303.wav
LA_E_9616495,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A19,A19,tts_or_vc_asvspoof2019_attack,1.79,16000,1,raw/asvspoof2021_la/LA_E_9616495.flac,processed/domain_matched/original/LA_E_9616495.wav
LA_E_7468578,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A19,A19,tts_or_vc_asvspoof2019_attack,2.043,16000,1,raw/asvspoof2021_la/LA_E_7468578.flac,processed/domain_matched/original/LA_E_7468578.wav
LA_E_7828581,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A19,A19,tts_or_vc_asvspoof2019_attack,2.94,16000,1,raw/asvspoof2021_la/LA_E_7828581.flac,processed/domain_matched/original/LA_E_7828581.wav
LA_E_8018482,asvspoof2021_LA_eval,eval,synthetic,clean,n/a,A19,A19,tts_or_vc_asvspoof2019_attack,4.05,16000,1,raw/asvspoof2021_la/LA_E_8018482.flac,processed/domain_matched/original/LA_E_8018482.wav
LA_E_4454154,asvspoof2021_LA_eval,eval,human,telephone,LA_0028,LA_0028,n/a,human,3.926,16000,1,raw/asvspoof2021_la/LA_E_4454154.flac,processed/domain_matched/original/LA_E_4454154.wav
LA_E_5651639,asvspoof2021_LA_eval,eval,human,telephone,LA_0028,LA_0028,n/a,human,4.6,16000,1,raw/asvspoof2021_la/LA_E_5651639.flac,processed/domain_matched/original/LA_E_5651639.wav
LA_E_3773639,asvspoof2021_LA_eval,eval,human,telephone,LA_0028,LA_0028,n/a,human,3.629,16000,1,raw/asvspoof2021_la/LA_E_3773639.flac,processed/domain_matched/original/LA_E_3773639.wav
LA_E_5430056,asvspoof2021_LA_eval,eval,human,telephone,LA_0028,LA_0028,n/a,human,4.004,16000,1,raw/asvspoof2021_la/LA_E_5430056.flac,processed/domain_matched/original/LA_E_5430056.wav
LA_E_5667476,asvspoof2021_LA_eval,eval,human,telephone,LA_0028,LA_0028,n/a,human,3.758,16000,1,raw/asvspoof2021_la/LA_E_5667476.flac,processed/domain_matched/original/LA_E_5667476.wav
LA_E_3411395,asvspoof2021_LA_eval,eval,human,telephone,LA_0030,LA_0030,n/a,human,0.844,16000,1,raw/asvspoof2021_la/LA_E_3411395.flac,processed/domain_matched/original/LA_E_3411395.wav
LA_E_2490357,asvspoof2021_LA_eval,eval,human,telephone,LA_0030,LA_0030,n/a,human,4.015,16000,1,raw/asvspoof2021_la/LA_E_2490357.flac,processed/domain_matched/original/LA_E_2490357.wav
LA_E_5178591,asvspoof2021_LA_eval,eval,human,telephone,LA_0030,LA_0030,n/a,human,5.634,16000,1,raw/asvspoof2021_la/LA_E_5178591.flac,processed/domain_matched/original/LA_E_5178591.wav
LA_E_4082026,asvspoof2021_LA_eval,eval,human,telephone,LA_0030,LA_0030,n/a,human,2.35,16000,1,raw/asvspoof2021_la/LA_E_4082026.flac,processed/domain_matched/original/LA_E_4082026.wav
LA_E_7190870,asvspoof2021_LA_eval,eval,human,telephone,LA_0030,LA_0030,n/a,human,3.073,16000,1,raw/asvspoof2021_la/LA_E_7190870.flac,processed/domain_matched/original/LA_E_7190870.wav
LA_E_8685697,asvspoof2021_LA_eval,eval,human,telephone,LA_0066,LA_0066,n/a,human,6.104,16000,1,raw/asvspoof2021_la/LA_E_8685697.flac,processed/domain_matched/original/LA_E_8685697.wav
LA_E_2393508,asvspoof2021_LA_eval,eval,human,telephone,LA_0066,LA_0066,n/a,human,2.851,16000,1,raw/asvspoof2021_la/LA_E_2393508.flac,processed/domain_matched/original/LA_E_2393508.wav
LA_E_7917771,asvspoof2021_LA_eval,eval,human,telephone,LA_0066,LA_0066,n/a,human,5.927,16000,1,raw/asvspoof2021_la/LA_E_7917771.flac,processed/domain_matched/original/LA_E_7917771.wav
LA_E_1330177,asvspoof2021_LA_eval,eval,human,telephone,LA_0066,LA_0066,n/a,human,2.128,16000,1,raw/asvspoof2021_la/LA_E_1330177.flac,processed/domain_matched/original/LA_E_1330177.wav
LA_E_6486185,asvspoof2021_LA_eval,eval,human,telephone,LA_0066,LA_0066,n/a,human,4.901,16000,1,raw/asvspoof2021_la/LA_E_6486185.flac,processed/domain_matched/original/LA_E_6486185.wav
LA_E_3742346,asvspoof2021_LA_eval,eval,human,telephone,LA_0004,LA_0004,n/a,human,2.646,16000,1,raw/asvspoof2021_la/LA_E_3742346.flac,processed/domain_matched/original/LA_E_3742346.wav
LA_E_7014872,asvspoof2021_LA_eval,eval,human,telephone,LA_0004,LA_0004,n/a,human,0.979,16000,1,raw/asvspoof2021_la/LA_E_7014872.flac,processed/domain_matched/original/LA_E_7014872.wav
LA_E_5320088,asvspoof2021_LA_eval,eval,human,telephone,LA_0004,LA_0004,n/a,human,3.326,16000,1,raw/asvspoof2021_la/LA_E_5320088.flac,processed/domain_matched/original/LA_E_5320088.wav
LA_E_5568665,asvspoof2021_LA_eval,eval,human,telephone,LA_0004,LA_0004,n/a,human,2.223,16000,1,raw/asvspoof2021_la/LA_E_5568665.flac,processed/domain_matched/original/LA_E_5568665.wav
LA_E_4209419,asvspoof2021_LA_eval,eval,human,telephone,LA_0004,LA_0004,n/a,human,3.034,16000,1,raw/asvspoof2021_la/LA_E_4209419.flac,processed/domain_matched/original/LA_E_4209419.wav
LA_E_2496939,asvspoof2021_LA_eval,eval,human,telephone,LA_0036,LA_0036,n/a,human,3.714,16000,1,raw/asvspoof2021_la/LA_E_2496939.flac,processed/domain_matched/original/LA_E_2496939.wav
LA_E_9833031,asvspoof2021_LA_eval,eval,human,telephone,LA_0036,LA_0036,n/a,human,1.329,16000,1,raw/asvspoof2021_la/LA_E_9833031.flac,processed/domain_matched/original/LA_E_9833031.wav
LA_E_1272900,asvspoof2021_LA_eval,eval,human,telephone,LA_0036,LA_0036,n/a,human,3.624,16000,1,raw/asvspoof2021_la/LA_E_1272900.flac,processed/domain_matched/original/LA_E_1272900.wav
LA_E_8350233,asvspoof2021_LA_eval,eval,human,telephone,LA_0036,LA_0036,n/a,human,6.147,16000,1,raw/asvspoof2021_la/LA_E_8350233.flac,processed/domain_matched/original/LA_E_8350233.wav
LA_E_6960865,asvspoof2021_LA_eval,eval,human,telephone,LA_0036,LA_0036,n/a,human,3.28,16000,1,raw/asvspoof2021_la/LA_E_6960865.flac,processed/domain_matched/original/LA_E_6960865.wav
LA_E_6498118,asvspoof2021_LA_eval,eval,human,telephone,LA_0013,LA_0013,n/a,human,4.271,16000,1,raw/asvspoof2021_la/LA_E_6498118.flac,processed/domain_matched/original/LA_E_6498118.wav
LA_E_2947094,asvspoof2021_LA_eval,eval,human,telephone,LA_0013,LA_0013,n/a,human,2.471,16000,1,raw/asvspoof2021_la/LA_E_2947094.flac,processed/domain_matched/original/LA_E_2947094.wav
LA_E_6483849,asvspoof2021_LA_eval,eval,human,telephone,LA_0013,LA_0013,n/a,human,5.509,16000,1,raw/asvspoof2021_la/LA_E_6483849.flac,processed/domain_matched/original/LA_E_6483849.wav
LA_E_2373042,asvspoof2021_LA_eval,eval,human,telephone,LA_0013,LA_0013,n/a,human,2.734,16000,1,raw/asvspoof2021_la/LA_E_2373042.flac,processed/domain_matched/original/LA_E_2373042.wav
LA_E_2158538,asvspoof2021_LA_eval,eval,human,telephone,LA_0013,LA_0013,n/a,human,2.905,16000,1,raw/asvspoof2021_la/LA_E_2158538.flac,processed/domain_matched/original/LA_E_2158538.wav
LA_E_2297510,asvspoof2021_LA_eval,eval,human,telephone,LA_0046,LA_0046,n/a,human,3.074,16000,1,raw/asvspoof2021_la/LA_E_2297510.flac,processed/domain_matched/original/LA_E_2297510.wav
LA_E_6831379,asvspoof2021_LA_eval,eval,human,telephone,LA_0046,LA_0046,n/a,human,3.586,16000,1,raw/asvspoof2021_la/LA_E_6831379.flac,processed/domain_matched/original/LA_E_6831379.wav
LA_E_3985410,asvspoof2021_LA_eval,eval,human,telephone,LA_0046,LA_0046,n/a,human,3.76,16000,1,raw/asvspoof2021_la/LA_E_3985410.flac,processed/domain_matched/original/LA_E_3985410.wav
LA_E_1547361,asvspoof2021_LA_eval,eval,human,telephone,LA_0046,LA_0046,n/a,human,1.219,16000,1,raw/asvspoof2021_la/LA_E_1547361.flac,processed/domain_matched/original/LA_E_1547361.wav
LA_E_6358225,asvspoof2021_LA_eval,eval,human,telephone,LA_0046,LA_0046,n/a,human,2.947,16000,1,raw/asvspoof2021_la/LA_E_6358225.flac,processed/domain_matched/original/LA_E_6358225.wav
LA_E_3477030,asvspoof2021_LA_eval,eval,human,telephone,LA_0042,LA_0042,n/a,human,2.861,16000,1,raw/asvspoof2021_la/LA_E_3477030.flac,processed/domain_matched/original/LA_E_3477030.wav
LA_E_1014221,asvspoof2021_LA_eval,eval,human,telephone,LA_0042,LA_0042,n/a,human,3.16,16000,1,raw/asvspoof2021_la/LA_E_1014221.flac,processed/domain_matched/original/LA_E_1014221.wav
LA_E_9925409,asvspoof2021_LA_eval,eval,human,telephone,LA_0042,LA_0042,n/a,human,3.328,16000,1,raw/asvspoof2021_la/LA_E_9925409.flac,processed/domain_matched/original/LA_E_9925409.wav
LA_E_1557180,asvspoof2021_LA_eval,eval,human,telephone,LA_0042,LA_0042,n/a,human,2.519,16000,1,raw/asvspoof2021_la/LA_E_1557180.flac,processed/domain_matched/original/LA_E_1557180.wav
LA_E_9927434,asvspoof2021_LA_eval,eval,human,telephone,LA_0042,LA_0042,n/a,human,2.808,16000,1,raw/asvspoof2021_la/LA_E_9927434.flac,processed/domain_matched/original/LA_E_9927434.wav
LA_E_4776864,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,2.35,16000,1,raw/asvspoof2021_la/LA_E_4776864.flac,processed/domain_matched/original/LA_E_4776864.wav
LA_E_3703331,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,4.955,16000,1,raw/asvspoof2021_la/LA_E_3703331.flac,processed/domain_matched/original/LA_E_3703331.wav
LA_E_2554340,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,4.27,16000,1,raw/asvspoof2021_la/LA_E_2554340.flac,processed/domain_matched/original/LA_E_2554340.wav
LA_E_3321020,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,1.333,16000,1,raw/asvspoof2021_la/LA_E_3321020.flac,processed/domain_matched/original/LA_E_3321020.wav
